"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.2? Tell 10.0.0.1"
"2","0.000316","66:88:64:ea:ef:90","e2:b4:fb:24:29:c1","ARP","42","10.0.0.2 is at 66:88:64:ea:ef:90"
"3","0.000320","10.0.0.1","10.0.0.2","ICMP","98","Echo (ping) request  id=0x9051, seq=1/256, ttl=64 (reply in 4)"
"4","0.000377","10.0.0.2","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x9051, seq=1/256, ttl=64 (request in 3)"
"5","0.002255","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.3? Tell 10.0.0.1"
"6","0.002551","16:0c:0f:a7:ef:8b","e2:b4:fb:24:29:c1","ARP","42","10.0.0.3 is at 16:0c:0f:a7:ef:8b"
"7","0.002555","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) request  id=0xc0be, seq=1/256, ttl=64 (reply in 8)"
"8","0.002624","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) reply    id=0xc0be, seq=1/256, ttl=64 (request in 7)"
"9","0.007943","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.4? Tell 10.0.0.1"
"10","0.008269","92:e9:98:de:90:3d","e2:b4:fb:24:29:c1","ARP","42","10.0.0.4 is at 92:e9:98:de:90:3d"
"11","0.008273","10.0.0.1","10.0.0.4","ICMP","98","Echo (ping) request  id=0x2647, seq=1/256, ttl=64 (reply in 12)"
"12","0.008415","10.0.0.4","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x2647, seq=1/256, ttl=64 (request in 11)"
"13","0.013282","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.5? Tell 10.0.0.1"
"14","0.013796","82:b6:7c:91:42:48","e2:b4:fb:24:29:c1","ARP","42","10.0.0.5 is at 82:b6:7c:91:42:48"
"15","0.013802","10.0.0.1","10.0.0.5","ICMP","98","Echo (ping) request  id=0x3fda, seq=1/256, ttl=64 (reply in 16)"
"16","0.013879","10.0.0.5","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x3fda, seq=1/256, ttl=64 (request in 15)"
"17","0.020126","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.6? Tell 10.0.0.1"
"18","0.020504","ba:42:b6:dc:11:8d","e2:b4:fb:24:29:c1","ARP","42","10.0.0.6 is at ba:42:b6:dc:11:8d"
"19","0.020510","10.0.0.1","10.0.0.6","ICMP","98","Echo (ping) request  id=0x7ae2, seq=1/256, ttl=64 (reply in 20)"
"20","0.020587","10.0.0.6","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x7ae2, seq=1/256, ttl=64 (request in 19)"
"21","0.030729","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.7? Tell 10.0.0.1"
"22","0.031985","4e:10:d9:09:6e:99","e2:b4:fb:24:29:c1","ARP","42","10.0.0.7 is at 4e:10:d9:09:6e:99"
"23","0.031991","10.0.0.1","10.0.0.7","ICMP","98","Echo (ping) request  id=0x3ff2, seq=1/256, ttl=64 (reply in 24)"
"24","0.032083","10.0.0.7","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x3ff2, seq=1/256, ttl=64 (request in 23)"
"25","0.035932","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.8? Tell 10.0.0.1"
"26","0.036531","5e:92:d5:a1:81:78","e2:b4:fb:24:29:c1","ARP","42","10.0.0.8 is at 5e:92:d5:a1:81:78"
"27","0.036536","10.0.0.1","10.0.0.8","ICMP","98","Echo (ping) request  id=0x0baf, seq=1/256, ttl=64 (reply in 28)"
"28","0.036612","10.0.0.8","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x0baf, seq=1/256, ttl=64 (request in 27)"
"29","0.042080","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.9? Tell 10.0.0.1"
"30","0.042459","5e:16:63:98:84:07","e2:b4:fb:24:29:c1","ARP","42","10.0.0.9 is at 5e:16:63:98:84:07"
"31","0.042506","10.0.0.1","10.0.0.9","ICMP","98","Echo (ping) request  id=0x7f5b, seq=1/256, ttl=64 (reply in 32)"
"32","0.042619","10.0.0.9","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x7f5b, seq=1/256, ttl=64 (request in 31)"
"33","0.046546","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.10? Tell 10.0.0.1"
"34","0.046914","0e:83:5e:4a:df:a1","e2:b4:fb:24:29:c1","ARP","42","10.0.0.10 is at 0e:83:5e:4a:df:a1"
"35","0.046920","10.0.0.1","10.0.0.10","ICMP","98","Echo (ping) request  id=0x792a, seq=1/256, ttl=64 (reply in 36)"
"36","0.046994","10.0.0.10","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x792a, seq=1/256, ttl=64 (request in 35)"
"37","0.099485","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.11? Tell 10.0.0.1"
"38","0.099875","de:89:6e:20:ca:fd","e2:b4:fb:24:29:c1","ARP","42","10.0.0.11 is at de:89:6e:20:ca:fd"
"39","0.099880","10.0.0.1","10.0.0.11","ICMP","98","Echo (ping) request  id=0x61aa, seq=1/256, ttl=64 (reply in 40)"
"40","0.099953","10.0.0.11","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x61aa, seq=1/256, ttl=64 (request in 39)"
"41","0.107297","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.12? Tell 10.0.0.1"
"42","0.107833","7e:ab:b6:d5:fe:28","e2:b4:fb:24:29:c1","ARP","42","10.0.0.12 is at 7e:ab:b6:d5:fe:28"
"43","0.107840","10.0.0.1","10.0.0.12","ICMP","98","Echo (ping) request  id=0x9323, seq=1/256, ttl=64 (reply in 44)"
"44","0.107954","10.0.0.12","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x9323, seq=1/256, ttl=64 (request in 43)"
"45","0.116902","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.13? Tell 10.0.0.1"
"46","0.117248","6a:3d:4a:c0:cd:25","e2:b4:fb:24:29:c1","ARP","42","10.0.0.13 is at 6a:3d:4a:c0:cd:25"
"47","0.117253","10.0.0.1","10.0.0.13","ICMP","98","Echo (ping) request  id=0x0193, seq=1/256, ttl=64 (reply in 48)"
"48","0.117327","10.0.0.13","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x0193, seq=1/256, ttl=64 (request in 47)"
"49","0.122821","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.14? Tell 10.0.0.1"
"50","0.123197","b6:be:7c:b8:5c:90","e2:b4:fb:24:29:c1","ARP","42","10.0.0.14 is at b6:be:7c:b8:5c:90"
"51","0.123756","10.0.0.1","10.0.0.14","ICMP","98","Echo (ping) request  id=0xa494, seq=1/256, ttl=64 (reply in 52)"
"52","0.123875","10.0.0.14","10.0.0.1","ICMP","98","Echo (ping) reply    id=0xa494, seq=1/256, ttl=64 (request in 51)"
"53","0.137017","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.15? Tell 10.0.0.1"
"54","0.137365","46:7b:6f:49:bc:c5","e2:b4:fb:24:29:c1","ARP","42","10.0.0.15 is at 46:7b:6f:49:bc:c5"
"55","0.137370","10.0.0.1","10.0.0.15","ICMP","98","Echo (ping) request  id=0xcbc5, seq=1/256, ttl=64 (reply in 56)"
"56","0.137441","10.0.0.15","10.0.0.1","ICMP","98","Echo (ping) reply    id=0xcbc5, seq=1/256, ttl=64 (request in 55)"
"57","0.142532","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.16? Tell 10.0.0.1"
"58","0.142875","de:f8:33:9c:34:b9","e2:b4:fb:24:29:c1","ARP","42","10.0.0.16 is at de:f8:33:9c:34:b9"
"59","0.142880","10.0.0.1","10.0.0.16","ICMP","98","Echo (ping) request  id=0x1f84, seq=1/256, ttl=64 (reply in 60)"
"60","0.142951","10.0.0.16","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x1f84, seq=1/256, ttl=64 (request in 59)"
"61","0.145145","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.17? Tell 10.0.0.1"
"62","0.145600","c2:be:27:56:cf:01","e2:b4:fb:24:29:c1","ARP","42","10.0.0.17 is at c2:be:27:56:cf:01"
"63","0.145605","10.0.0.1","10.0.0.17","ICMP","98","Echo (ping) request  id=0xa3df, seq=1/256, ttl=64 (reply in 64)"
"64","0.145948","10.0.0.17","10.0.0.1","ICMP","98","Echo (ping) reply    id=0xa3df, seq=1/256, ttl=64 (request in 63)"
"65","0.150273","e2:b4:fb:24:29:c1","Broadcast","ARP","42","Who has 10.0.0.18? Tell 10.0.0.1"
"66","0.164097","ee:59:2f:f2:21:28","e2:b4:fb:24:29:c1","ARP","42","10.0.0.18 is at ee:59:2f:f2:21:28"
