"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","10.0.0.1","10.0.0.6","ICMP","98","Echo (ping) request  id=0x9f42, seq=1/256, ttl=64 (reply in 2)"
"2","0.000019","10.0.0.6","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x9f42, seq=1/256, ttl=64 (request in 1)"
"3","0.154662","10.0.0.2","10.0.0.6","ICMP","98","Echo (ping) request  id=0xdd74, seq=1/256, ttl=64 (reply in 4)"
"4","0.154680","10.0.0.6","10.0.0.2","ICMP","98","Echo (ping) reply    id=0xdd74, seq=1/256, ttl=64 (request in 3)"
"5","0.292182","10.0.0.3","10.0.0.6","ICMP","98","Echo (ping) request  id=0xd8b4, seq=1/256, ttl=64 (reply in 6)"
"6","0.292198","10.0.0.6","10.0.0.3","ICMP","98","Echo (ping) reply    id=0xd8b4, seq=1/256, ttl=64 (request in 5)"
"7","0.414068","10.0.0.4","10.0.0.6","ICMP","98","Echo (ping) request  id=0x8b75, seq=1/256, ttl=64 (reply in 8)"
"8","0.414081","10.0.0.6","10.0.0.4","ICMP","98","Echo (ping) reply    id=0x8b75, seq=1/256, ttl=64 (request in 7)"
"9","0.560261","10.0.0.5","10.0.0.6","ICMP","98","Echo (ping) request  id=0x139e, seq=1/256, ttl=64 (reply in 10)"
"10","0.560274","10.0.0.6","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x139e, seq=1/256, ttl=64 (request in 9)"
"11","0.700990","10.0.0.6","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0f02, seq=1/256, ttl=64 (reply in 12)"
"12","0.701008","10.0.0.1","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x0f02, seq=1/256, ttl=64 (request in 11)"
"13","0.707351","10.0.0.6","10.0.0.2","ICMP","98","Echo (ping) request  id=0xab0e, seq=1/256, ttl=64 (reply in 14)"
"14","0.707372","10.0.0.2","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xab0e, seq=1/256, ttl=64 (request in 13)"
"15","0.710465","10.0.0.6","10.0.0.3","ICMP","98","Echo (ping) request  id=0x2f50, seq=1/256, ttl=64 (reply in 16)"
"16","0.710515","10.0.0.3","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x2f50, seq=1/256, ttl=64 (request in 15)"
"17","0.716329","10.0.0.6","10.0.0.4","ICMP","98","Echo (ping) request  id=0xce99, seq=1/256, ttl=64 (reply in 18)"
"18","0.716357","10.0.0.4","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xce99, seq=1/256, ttl=64 (request in 17)"
"19","0.718340","10.0.0.6","10.0.0.5","ICMP","98","Echo (ping) request  id=0x099a, seq=1/256, ttl=64 (reply in 20)"
"20","0.718356","10.0.0.5","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x099a, seq=1/256, ttl=64 (request in 19)"
"21","0.719945","10.0.0.6","10.0.0.7","ICMP","98","Echo (ping) request  id=0x99b4, seq=1/256, ttl=64 (reply in 22)"
"22","0.720065","10.0.0.7","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x99b4, seq=1/256, ttl=64 (request in 21)"
"23","0.721401","10.0.0.6","10.0.0.8","ICMP","98","Echo (ping) request  id=0xa7d4, seq=1/256, ttl=64 (reply in 24)"
"24","0.721499","10.0.0.8","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xa7d4, seq=1/256, ttl=64 (request in 23)"
"25","0.723280","10.0.0.6","10.0.0.9","ICMP","98","Echo (ping) request  id=0x21e3, seq=1/256, ttl=64 (reply in 26)"
"26","0.723387","10.0.0.9","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x21e3, seq=1/256, ttl=64 (request in 25)"
"27","0.725075","10.0.0.6","10.0.0.10","ICMP","98","Echo (ping) request  id=0x3e81, seq=1/256, ttl=64 (reply in 28)"
"28","0.725177","10.0.0.10","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x3e81, seq=1/256, ttl=64 (request in 27)"
"29","0.726850","10.0.0.6","10.0.0.11","ICMP","98","Echo (ping) request  id=0x1af0, seq=1/256, ttl=64 (reply in 30)"
"30","0.726989","10.0.0.11","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x1af0, seq=1/256, ttl=64 (request in 29)"
"31","0.728539","10.0.0.6","10.0.0.12","ICMP","98","Echo (ping) request  id=0x7803, seq=1/256, ttl=64 (reply in 32)"
"32","0.728633","10.0.0.12","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x7803, seq=1/256, ttl=64 (request in 31)"
"33","0.730083","10.0.0.6","10.0.0.13","ICMP","98","Echo (ping) request  id=0x4646, seq=1/256, ttl=64 (reply in 34)"
"34","0.730156","10.0.0.13","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x4646, seq=1/256, ttl=64 (request in 33)"
"35","0.732308","10.0.0.6","10.0.0.14","ICMP","98","Echo (ping) request  id=0xc262, seq=1/256, ttl=64 (reply in 36)"
"36","0.732573","10.0.0.14","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xc262, seq=1/256, ttl=64 (request in 35)"
"37","0.741515","10.0.0.6","10.0.0.15","ICMP","98","Echo (ping) request  id=0xf0b1, seq=1/256, ttl=64 (reply in 38)"
"38","0.741666","10.0.0.15","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xf0b1, seq=1/256, ttl=64 (request in 37)"
"39","0.748510","10.0.0.6","10.0.0.16","ICMP","98","Echo (ping) request  id=0xab5c, seq=1/256, ttl=64 (reply in 40)"
"40","0.748678","10.0.0.16","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xab5c, seq=1/256, ttl=64 (request in 39)"
"41","0.750830","10.0.0.6","10.0.0.17","ICMP","98","Echo (ping) request  id=0xb3b9, seq=1/256, ttl=64 (reply in 42)"
"42","0.750936","10.0.0.17","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xb3b9, seq=1/256, ttl=64 (request in 41)"
"43","0.752769","10.0.0.6","10.0.0.18","ICMP","98","Echo (ping) request  id=0x3ef8, seq=1/256, ttl=64 (reply in 44)"
"44","0.752873","10.0.0.18","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x3ef8, seq=1/256, ttl=64 (request in 43)"
"45","0.754870","10.0.0.6","10.0.0.19","ICMP","98","Echo (ping) request  id=0x00cb, seq=1/256, ttl=64 (reply in 46)"
"46","0.755017","10.0.0.19","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x00cb, seq=1/256, ttl=64 (request in 45)"
"47","0.757033","10.0.0.6","10.0.0.20","ICMP","98","Echo (ping) request  id=0x7ad5, seq=1/256, ttl=64 (reply in 48)"
"48","0.757156","10.0.0.20","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x7ad5, seq=1/256, ttl=64 (request in 47)"
"49","0.758920","10.0.0.6","10.0.0.21","ICMP","98","Echo (ping) request  id=0xc91f, seq=1/256, ttl=64 (reply in 50)"
"50","0.759026","10.0.0.21","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xc91f, seq=1/256, ttl=64 (request in 49)"
"51","0.760483","10.0.0.6","10.0.0.22","ICMP","98","Echo (ping) request  id=0x4173, seq=1/256, ttl=64 (reply in 52)"
"52","0.760557","10.0.0.22","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x4173, seq=1/256, ttl=64 (request in 51)"
"53","0.761712","10.0.0.6","10.0.0.23","ICMP","98","Echo (ping) request  id=0x6300, seq=1/256, ttl=64 (reply in 54)"
"54","0.761785","10.0.0.23","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x6300, seq=1/256, ttl=64 (request in 53)"
"55","0.763018","10.0.0.6","10.0.0.24","ICMP","98","Echo (ping) request  id=0x6dc1, seq=1/256, ttl=64 (reply in 56)"
"56","0.763260","10.0.0.24","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x6dc1, seq=1/256, ttl=64 (request in 55)"
"57","0.772226","10.0.0.6","10.0.0.25","ICMP","98","Echo (ping) request  id=0x26d2, seq=1/256, ttl=64 (reply in 58)"
"58","0.772375","10.0.0.25","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x26d2, seq=1/256, ttl=64 (request in 57)"
"59","0.776035","10.0.0.6","10.0.0.26","ICMP","98","Echo (ping) request  id=0xe82f, seq=1/256, ttl=64 (reply in 60)"
"60","0.776207","10.0.0.26","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xe82f, seq=1/256, ttl=64 (request in 59)"
"61","0.779909","10.0.0.6","10.0.0.27","ICMP","98","Echo (ping) request  id=0x276a, seq=1/256, ttl=64 (reply in 62)"
"62","0.780017","10.0.0.27","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x276a, seq=1/256, ttl=64 (request in 61)"
"63","0.782833","10.0.0.6","10.0.0.28","ICMP","98","Echo (ping) request  id=0x61fa, seq=1/256, ttl=64 (reply in 64)"
"64","0.782994","10.0.0.28","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x61fa, seq=1/256, ttl=64 (request in 63)"
"65","0.785411","10.0.0.6","10.0.0.29","ICMP","98","Echo (ping) request  id=0x15ad, seq=1/256, ttl=64 (reply in 66)"
"66","0.785537","10.0.0.29","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x15ad, seq=1/256, ttl=64 (request in 65)"
"67","0.787277","10.0.0.6","10.0.0.30","ICMP","98","Echo (ping) request  id=0x40ac, seq=1/256, ttl=64 (reply in 68)"
"68","0.787381","10.0.0.30","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x40ac, seq=1/256, ttl=64 (request in 67)"
"69","0.789364","10.0.0.6","10.0.0.31","ICMP","98","Echo (ping) request  id=0x0fec, seq=1/256, ttl=64 (reply in 70)"
"70","0.789468","10.0.0.31","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x0fec, seq=1/256, ttl=64 (request in 69)"
"71","0.791131","10.0.0.6","10.0.0.32","ICMP","98","Echo (ping) request  id=0x970f, seq=1/256, ttl=64 (reply in 72)"
"72","0.791230","10.0.0.32","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x970f, seq=1/256, ttl=64 (request in 71)"
"73","0.792912","10.0.0.6","10.0.0.33","ICMP","98","Echo (ping) request  id=0x812b, seq=1/256, ttl=64 (reply in 74)"
"74","0.793013","10.0.0.33","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x812b, seq=1/256, ttl=64 (request in 73)"
"75","0.794559","10.0.0.6","10.0.0.34","ICMP","98","Echo (ping) request  id=0x7cd7, seq=1/256, ttl=64 (reply in 76)"
"76","0.794654","10.0.0.34","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x7cd7, seq=1/256, ttl=64 (request in 75)"
"77","0.804073","10.0.0.6","10.0.0.35","ICMP","98","Echo (ping) request  id=0xc79a, seq=1/256, ttl=64 (reply in 78)"
"78","0.804232","10.0.0.35","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xc79a, seq=1/256, ttl=64 (request in 77)"
"79","0.806541","10.0.0.6","10.0.0.36","ICMP","98","Echo (ping) request  id=0x9e22, seq=1/256, ttl=64 (reply in 80)"
"80","0.806719","10.0.0.36","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x9e22, seq=1/256, ttl=64 (request in 79)"
"81","0.812121","10.0.0.6","10.0.0.37","ICMP","98","Echo (ping) request  id=0xebb9, seq=1/256, ttl=64 (reply in 82)"
"82","0.812262","10.0.0.37","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xebb9, seq=1/256, ttl=64 (request in 81)"
"83","0.814155","10.0.0.6","10.0.0.38","ICMP","98","Echo (ping) request  id=0xbd12, seq=1/256, ttl=64 (reply in 84)"
"84","0.814283","10.0.0.38","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xbd12, seq=1/256, ttl=64 (request in 83)"
"85","0.816408","10.0.0.6","10.0.0.39","ICMP","98","Echo (ping) request  id=0x0e3f, seq=1/256, ttl=64 (reply in 86)"
"86","0.816680","10.0.0.39","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x0e3f, seq=1/256, ttl=64 (request in 85)"
"87","0.818814","10.0.0.6","10.0.0.40","ICMP","98","Echo (ping) request  id=0x6aa1, seq=1/256, ttl=64 (reply in 88)"
"88","0.818951","10.0.0.40","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x6aa1, seq=1/256, ttl=64 (request in 87)"
"89","0.820411","10.0.0.6","10.0.0.41","ICMP","98","Echo (ping) request  id=0x699a, seq=1/256, ttl=64 (reply in 90)"
"90","0.820499","10.0.0.41","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x699a, seq=1/256, ttl=64 (request in 89)"
"91","0.821670","10.0.0.6","10.0.0.42","ICMP","98","Echo (ping) request  id=0x77ce, seq=1/256, ttl=64 (reply in 92)"
"92","0.821744","10.0.0.42","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x77ce, seq=1/256, ttl=64 (request in 91)"
"93","0.823275","10.0.0.6","10.0.0.43","ICMP","98","Echo (ping) request  id=0xe6b5, seq=1/256, ttl=64 (reply in 94)"
"94","0.823368","10.0.0.43","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xe6b5, seq=1/256, ttl=64 (request in 93)"
"95","0.825030","10.0.0.6","10.0.0.44","ICMP","98","Echo (ping) request  id=0xf04f, seq=1/256, ttl=64 (reply in 96)"
"96","0.825125","10.0.0.44","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xf04f, seq=1/256, ttl=64 (request in 95)"
"97","0.826736","10.0.0.6","10.0.0.45","ICMP","98","Echo (ping) request  id=0xbef2, seq=1/256, ttl=64 (reply in 98)"
"98","0.826832","10.0.0.45","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xbef2, seq=1/256, ttl=64 (request in 97)"
"99","0.835667","10.0.0.6","10.0.0.46","ICMP","98","Echo (ping) request  id=0xa768, seq=1/256, ttl=64 (reply in 100)"
"100","0.835807","10.0.0.46","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xa768, seq=1/256, ttl=64 (request in 99)"
"101","0.840205","10.0.0.6","10.0.0.47","ICMP","98","Echo (ping) request  id=0x1a2f, seq=1/256, ttl=64 (reply in 102)"
"102","0.840324","10.0.0.47","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x1a2f, seq=1/256, ttl=64 (request in 101)"
"103","0.843737","10.0.0.6","10.0.0.48","ICMP","98","Echo (ping) request  id=0x8342, seq=1/256, ttl=64 (reply in 104)"
"104","0.843880","10.0.0.48","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x8342, seq=1/256, ttl=64 (request in 103)"
"105","0.845766","10.0.0.6","10.0.0.49","ICMP","98","Echo (ping) request  id=0x4f5a, seq=1/256, ttl=64 (reply in 106)"
"106","0.845867","10.0.0.49","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x4f5a, seq=1/256, ttl=64 (request in 105)"
"107","0.848860","10.0.0.6","10.0.0.50","ICMP","98","Echo (ping) request  id=0x4075, seq=1/256, ttl=64 (reply in 108)"
"108","0.848986","10.0.0.50","10.0.0.6","ICMP","98","Echo (ping) reply    id=0x4075, seq=1/256, ttl=64 (request in 107)"
"109","0.866709","10.0.0.7","10.0.0.6","ICMP","98","Echo (ping) request  id=0xaa48, seq=1/256, ttl=64 (reply in 110)"
"110","0.866726","10.0.0.6","10.0.0.7","ICMP","98","Echo (ping) reply    id=0xaa48, seq=1/256, ttl=64 (request in 109)"
"111","1.006230","10.0.0.8","10.0.0.6","ICMP","98","Echo (ping) request  id=0xdc18, seq=1/256, ttl=64 (reply in 112)"
"112","1.006242","10.0.0.6","10.0.0.8","ICMP","98","Echo (ping) reply    id=0xdc18, seq=1/256, ttl=64 (request in 111)"
"113","1.181099","10.0.0.9","10.0.0.6","ICMP","98","Echo (ping) request  id=0x377d, seq=1/256, ttl=64 (reply in 114)"
"114","1.181110","10.0.0.6","10.0.0.9","ICMP","98","Echo (ping) reply    id=0x377d, seq=1/256, ttl=64 (request in 113)"
"115","1.327806","10.0.0.10","10.0.0.6","ICMP","98","Echo (ping) request  id=0x244e, seq=1/256, ttl=64 (reply in 116)"
"116","1.327817","10.0.0.6","10.0.0.10","ICMP","98","Echo (ping) reply    id=0x244e, seq=1/256, ttl=64 (request in 115)"
"117","1.502388","10.0.0.11","10.0.0.6","ICMP","98","Echo (ping) request  id=0x02ce, seq=1/256, ttl=64 (reply in 118)"
"118","1.502401","10.0.0.6","10.0.0.11","ICMP","98","Echo (ping) reply    id=0x02ce, seq=1/256, ttl=64 (request in 117)"
"119","1.683714","10.0.0.12","10.0.0.6","ICMP","98","Echo (ping) request  id=0xc2fc, seq=1/256, ttl=64 (reply in 120)"
"120","1.683730","10.0.0.6","10.0.0.12","ICMP","98","Echo (ping) reply    id=0xc2fc, seq=1/256, ttl=64 (request in 119)"
"121","1.822840","10.0.0.13","10.0.0.6","ICMP","98","Echo (ping) request  id=0x5a43, seq=1/256, ttl=64 (reply in 122)"
"122","1.822852","10.0.0.6","10.0.0.13","ICMP","98","Echo (ping) reply    id=0x5a43, seq=1/256, ttl=64 (request in 121)"
"123","1.979182","10.0.0.14","10.0.0.6","ICMP","98","Echo (ping) request  id=0x2786, seq=1/256, ttl=64 (reply in 124)"
"124","1.979192","10.0.0.6","10.0.0.14","ICMP","98","Echo (ping) reply    id=0x2786, seq=1/256, ttl=64 (request in 123)"
"125","2.139996","10.0.0.15","10.0.0.6","ICMP","98","Echo (ping) request  id=0x0332, seq=1/256, ttl=64 (reply in 126)"
"126","2.140008","10.0.0.6","10.0.0.15","ICMP","98","Echo (ping) reply    id=0x0332, seq=1/256, ttl=64 (request in 125)"
