"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","10.0.0.1","10.0.0.5","ICMP","98","Echo (ping) request  id=0x434a, seq=1/256, ttl=64 (reply in 2)"
"2","0.000018","10.0.0.5","10.0.0.1","ICMP","98","Echo (ping) reply    id=0x434a, seq=1/256, ttl=64 (request in 1)"
"3","0.149467","10.0.0.2","10.0.0.5","ICMP","98","Echo (ping) request  id=0x789b, seq=1/256, ttl=64 (reply in 4)"
"4","0.149487","10.0.0.5","10.0.0.2","ICMP","98","Echo (ping) reply    id=0x789b, seq=1/256, ttl=64 (request in 3)"
"5","0.285090","10.0.0.3","10.0.0.5","ICMP","98","Echo (ping) request  id=0x333c, seq=1/256, ttl=64 (reply in 6)"
"6","0.285101","10.0.0.5","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x333c, seq=1/256, ttl=64 (request in 5)"
"7","0.410785","10.0.0.4","10.0.0.5","ICMP","98","Echo (ping) request  id=0x8a98, seq=1/256, ttl=64 (reply in 8)"
"8","0.410804","10.0.0.5","10.0.0.4","ICMP","98","Echo (ping) reply    id=0x8a98, seq=1/256, ttl=64 (request in 7)"
"9","0.528047","10.0.0.5","10.0.0.1","ICMP","98","Echo (ping) request  id=0xbc67, seq=1/256, ttl=64 (reply in 10)"
"10","0.528073","10.0.0.1","10.0.0.5","ICMP","98","Echo (ping) reply    id=0xbc67, seq=1/256, ttl=64 (request in 9)"
"11","0.529773","10.0.0.5","10.0.0.2","ICMP","98","Echo (ping) request  id=0x4909, seq=1/256, ttl=64 (reply in 12)"
"12","0.529790","10.0.0.2","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x4909, seq=1/256, ttl=64 (request in 11)"
"13","0.531959","10.0.0.5","10.0.0.3","ICMP","98","Echo (ping) request  id=0x834f, seq=1/256, ttl=64 (reply in 14)"
"14","0.531979","10.0.0.3","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x834f, seq=1/256, ttl=64 (request in 13)"
"15","0.533642","10.0.0.5","10.0.0.4","ICMP","98","Echo (ping) request  id=0xcf51, seq=1/256, ttl=64 (reply in 16)"
"16","0.533658","10.0.0.4","10.0.0.5","ICMP","98","Echo (ping) reply    id=0xcf51, seq=1/256, ttl=64 (request in 15)"
"17","0.535246","10.0.0.5","10.0.0.6","ICMP","98","Echo (ping) request  id=0xf807, seq=1/256, ttl=64 (reply in 18)"
"18","0.535377","10.0.0.6","10.0.0.5","ICMP","98","Echo (ping) reply    id=0xf807, seq=1/256, ttl=64 (request in 17)"
"19","0.536876","10.0.0.5","10.0.0.7","ICMP","98","Echo (ping) request  id=0x5c96, seq=1/256, ttl=64 (reply in 20)"
"20","0.536974","10.0.0.7","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x5c96, seq=1/256, ttl=64 (request in 19)"
"21","0.538520","10.0.0.5","10.0.0.8","ICMP","98","Echo (ping) request  id=0xeb37, seq=1/256, ttl=64 (reply in 22)"
"22","0.538612","10.0.0.8","10.0.0.5","ICMP","98","Echo (ping) reply    id=0xeb37, seq=1/256, ttl=64 (request in 21)"
"23","0.540160","10.0.0.5","10.0.0.9","ICMP","98","Echo (ping) request  id=0xf08b, seq=1/256, ttl=64 (reply in 24)"
"24","0.540248","10.0.0.9","10.0.0.5","ICMP","98","Echo (ping) reply    id=0xf08b, seq=1/256, ttl=64 (request in 23)"
"25","0.541728","10.0.0.5","10.0.0.10","ICMP","98","Echo (ping) request  id=0x04f7, seq=1/256, ttl=64 (reply in 26)"
"26","0.541820","10.0.0.10","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x04f7, seq=1/256, ttl=64 (request in 25)"
"27","0.543254","10.0.0.5","10.0.0.11","ICMP","98","Echo (ping) request  id=0x86d6, seq=1/256, ttl=64 (reply in 28)"
"28","0.543341","10.0.0.11","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x86d6, seq=1/256, ttl=64 (request in 27)"
"29","0.544748","10.0.0.5","10.0.0.12","ICMP","98","Echo (ping) request  id=0xb16f, seq=1/256, ttl=64 (reply in 30)"
"30","0.544834","10.0.0.12","10.0.0.5","ICMP","98","Echo (ping) reply    id=0xb16f, seq=1/256, ttl=64 (request in 29)"
"31","0.553668","10.0.0.5","10.0.0.13","ICMP","98","Echo (ping) request  id=0xcc7c, seq=1/256, ttl=64 (reply in 32)"
"32","0.553809","10.0.0.13","10.0.0.5","ICMP","98","Echo (ping) reply    id=0xcc7c, seq=1/256, ttl=64 (request in 31)"
"33","0.555707","10.0.0.5","10.0.0.14","ICMP","98","Echo (ping) request  id=0x0761, seq=1/256, ttl=64 (reply in 34)"
"34","0.555854","10.0.0.14","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x0761, seq=1/256, ttl=64 (request in 33)"
"35","0.557803","10.0.0.5","10.0.0.15","ICMP","98","Echo (ping) request  id=0xaaa0, seq=1/256, ttl=64 (reply in 36)"
"36","0.557935","10.0.0.15","10.0.0.5","ICMP","98","Echo (ping) reply    id=0xaaa0, seq=1/256, ttl=64 (request in 35)"
"37","0.559597","10.0.0.5","10.0.0.16","ICMP","98","Echo (ping) request  id=0x33fd, seq=1/256, ttl=64 (reply in 38)"
"38","0.559697","10.0.0.16","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x33fd, seq=1/256, ttl=64 (request in 37)"
