"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","10.0.0.1","10.0.0.50","ICMP","98","Echo (ping) request  id=0xdd66, seq=1/256, ttl=64 (reply in 2)"
"2","0.000017","10.0.0.50","10.0.0.1","ICMP","98","Echo (ping) reply    id=0xdd66, seq=1/256, ttl=64 (request in 1)"
"3","0.377920","10.0.0.2","10.0.0.50","ICMP","98","Echo (ping) request  id=0x5328, seq=1/256, ttl=64 (reply in 4)"
"4","0.377940","10.0.0.50","10.0.0.2","ICMP","98","Echo (ping) reply    id=0x5328, seq=1/256, ttl=64 (request in 3)"
"5","0.635681","10.0.0.3","10.0.0.50","ICMP","98","Echo (ping) request  id=0x2e7f, seq=1/256, ttl=64 (reply in 6)"
"6","0.635696","10.0.0.50","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x2e7f, seq=1/256, ttl=64 (request in 5)"
"7","0.926304","10.0.0.4","10.0.0.50","ICMP","98","Echo (ping) request  id=0x6db5, seq=1/256, ttl=64 (reply in 8)"
"8","0.926321","10.0.0.50","10.0.0.4","ICMP","98","Echo (ping) reply    id=0x6db5, seq=1/256, ttl=64 (request in 7)"
"9","1.190031","10.0.0.5","10.0.0.50","ICMP","98","Echo (ping) request  id=0x7418, seq=1/256, ttl=64 (reply in 10)"
"10","1.190050","10.0.0.50","10.0.0.5","ICMP","98","Echo (ping) reply    id=0x7418, seq=1/256, ttl=64 (request in 9)"
"11","1.468618","10.0.0.6","10.0.0.50","ICMP","98","Echo (ping) request  id=0xea99, seq=1/256, ttl=64 (reply in 12)"
"12","1.468638","10.0.0.50","10.0.0.6","ICMP","98","Echo (ping) reply    id=0xea99, seq=1/256, ttl=64 (request in 11)"
"13","1.799745","10.0.0.7","10.0.0.50","ICMP","98","Echo (ping) request  id=0xaade, seq=1/256, ttl=64 (reply in 14)"
"14","1.799763","10.0.0.50","10.0.0.7","ICMP","98","Echo (ping) reply    id=0xaade, seq=1/256, ttl=64 (request in 13)"
